Force (N),Flex Raw ADC 1,Flex Voltage 1(V),Flex Resistance 1(Ohms),Flex Raw ADC 2,Flex Voltage 2(V),Flex Resistance 2(Ohms),Flex Raw ADC 3,Flex Voltage 3(V),Flex Resistance 3(Ohms),Load Cell Voltage (V),Load Cell Raw ADC,Location
0.396,285.0,1.393,145010.531,95.0,0.464,547031.562,14.0,0.068,4036000.0,0.411,84.0,"(3,3)"
0.508,283.0,1.383,146431.093,92.0,0.45,566695.687,19.0,0.093,2959158.0,0.523,107.0,"(3,3)"
0.674,292.0,1.427,140191.796,90.0,0.44,580533.312,17.0,0.083,3313882.25,0.689,141.0,"(3,3)"
0.811,291.0,1.422,140865.984,85.0,0.415,617976.5,18.0,0.088,3126666.75,0.826,169.0,"(3,3)"
0.938,287.0,1.403,143609.765,90.0,0.44,580533.312,36.0,0.176,1535333.375,0.953,195.0,"(3,3)"
1.007,276.0,1.349,151565.218,131.0,0.64,381313.0,9.0,0.044,6309333.5,1.022,209.0,"(3,3)"
1.065,294.0,1.437,138857.156,0.0,0.0,0.0,61.0,0.298,883147.5,1.08,221.0,"(3,3)"
1.143,291.0,1.422,140865.984,102.0,0.499,505647.031,0.0,0.0,0.0,1.158,237.0,"(3,3)"
1.202,278.0,1.359,150071.937,92.0,0.45,566695.687,0.0,0.0,0.0,1.217,249.0,"(3,3)"
1.212,278.0,1.359,150071.937,83.0,0.406,634216.875,44.0,0.215,1246000.0,1.227,251.0,"(3,3)"
1.266,275.0,1.344,152320.0,58.0,0.283,931724.187,18.0,0.088,3126666.75,1.281,262.0,"(3,3)"
1.295,265.0,1.295,160181.14,90.0,0.44,580533.312,40.0,0.196,1376200.0,1.31,268.0,"(3,3)"
1.344,296.0,1.447,137540.531,91.0,0.445,573538.437,18.0,0.088,3126666.75,1.359,278.0,"(3,3)"
1.178,257.0,1.256,166910.515,83.0,0.406,634216.875,2.0,0.01,0.0,1.193,244.0,"(3,3)"
1.207,260.0,1.271,164338.453,83.0,0.406,634216.875,10.0,0.049,5672800.0,1.222,250.0,"(3,3)"
1.251,266.0,1.3,159368.421,92.0,0.45,566695.687,13.0,0.064,4350769.0,1.266,259.0,"(3,3)"
1.27,269.0,1.315,156966.531,94.0,0.459,553446.812,13.0,0.064,4350769.0,1.285,263.0,"(3,3)"
1.129,260.0,1.271,164338.453,84.0,0.411,626000.0,35.0,0.171,1580800.0,1.144,234.0,"(3,3)"
0.919,282.0,1.378,147148.937,49.0,0.239,1113142.875,18.0,0.088,3126666.75,0.934,191.0,"(3,3)"
0.86,275.0,1.344,152320.0,115.0,0.562,442156.5,28.0,0.137,1990000.0,0.875,179.0,"(3,3)"
0.796,272.0,1.329,154617.64,111.0,0.543,460108.093,0.0,0.0,0.0,0.811,166.0,"(3,3)"
0.63,278.0,1.359,150071.937,109.0,0.533,469577.968,3.0,0.015,19040000.0,0.645,132.0,"(3,3)"
0.43,282.0,1.378,147148.937,91.0,0.445,573538.437,1.0,0.005,0.0,0.445,91.0,"(3,3)"
0.293,280.0,1.369,148600.0,92.0,0.45,566695.687,5.0,0.024,11401600.0,0.308,63.0,"(3,3)"
0.2,296.0,1.447,137540.531,58.0,0.283,931724.187,7.0,0.034,8128000.0,0.215,44.0,"(3,3)"
0.176,266.0,1.3,159368.421,84.0,0.411,626000.0,57.0,0.279,949052.625,0.191,39.0,"(3,3)"
0.146,413.0,2.019,82711.867,126.0,0.616,398666.656,2.0,0.01,0.0,0.161,33.0,"(3,3)"
0.122,269.0,1.315,156966.531,87.0,0.425,602482.75,0.0,0.0,0.0,0.137,28.0,"(3,3)"
0.102,330.0,1.613,117599.992,82.0,0.401,642634.125,0.0,0.0,0.0,0.117,24.0,"(3,3)"
0.088,275.0,1.344,152320.0,85.0,0.415,617976.5,3.0,0.015,19040000.0,0.103,21.0,"(3,3)"
0.078,283.0,1.383,146431.093,93.0,0.455,560000.0,3.0,0.015,19040000.0,0.093,19.0,"(3,3)"
0.097,290.0,1.417,141544.828,73.0,0.357,728767.187,8.0,0.039,7105000.0,0.112,23.0,"(3,3)"
0.097,298.0,1.457,136241.609,104.0,0.508,494846.156,131.0,0.64,381313.0,0.112,23.0,"(3,3)"
0.068,288.0,1.408,142916.671,102.0,0.499,505647.031,0.0,0.0,0.0,0.083,17.0,"(3,3)"
0.068,231.0,1.129,191999.984,106.0,0.518,484452.843,131.0,0.64,381313.0,0.083,17.0,"(3,3)"
0.058,292.0,1.427,140191.796,94.0,0.459,553446.812,2.0,0.01,0.0,0.073,15.0,"(3,3)"
0.058,278.0,1.359,150071.937,97.0,0.474,534597.937,13.0,0.064,4350769.0,0.073,15.0,"(3,3)"
0.068,302.0,1.476,133695.359,0.0,0.0,0.0,47.0,0.23,1162893.625,0.083,17.0,"(3,3)"
0.058,306.0,1.496,131215.687,102.0,0.499,505647.031,3.0,0.015,19040000.0,0.073,15.0,"(3,3)"
0.083,290.0,1.417,141544.828,102.0,0.499,505647.031,8.0,0.039,7105000.0,0.098,20.0,"(3,3)"
0.063,274.0,1.339,153080.281,56.0,0.274,967000.0,10.0,0.049,5672800.0,0.078,16.0,"(3,3)"
0.063,291.0,1.422,140865.984,93.0,0.455,560000.0,2.0,0.01,0.0,0.078,16.0,"(3,3)"
0.053,290.0,1.417,141544.828,148.0,0.723,331081.062,8.0,0.039,7105000.0,0.068,14.0,"(3,3)"
0.049,301.0,1.471,134325.578,98.0,0.479,528571.437,36.0,0.176,1535333.375,0.064,13.0,"(3,3)"
0.058,279.0,1.364,149333.343,103.0,0.503,500194.187,8.0,0.039,7105000.0,0.073,15.0,"(3,3)"
0.063,294.0,1.437,138857.156,112.0,0.547,455500.0,10.0,0.049,5672800.0,0.078,16.0,"(3,3)"
0.058,295.0,1.442,138196.609,126.0,0.616,398666.656,8.0,0.039,7105000.0,0.073,15.0,"(3,3)"
0.044,313.0,1.53,127028.757,154.0,0.753,316000.0,44.0,0.215,1246000.0,0.059,12.0,"(3,3)"
0.063,331.0,1.618,117075.523,113.0,0.552,450973.406,9.0,0.044,6309333.5,0.078,16.0,"(3,3)"
0.063,300.0,1.466,134959.984,112.0,0.547,455500.0,8.0,0.039,7105000.0,0.078,16.0,"(3,3)"
0.063,294.0,1.437,138857.156,111.0,0.543,460108.093,13.0,0.064,4350769.0,0.078,16.0,"(3,3)"
0.063,292.0,1.427,140191.796,100.0,0.489,516879.968,50.0,0.244,1089760.0,0.078,16.0,"(3,3)"
0.058,294.0,1.437,138857.156,115.0,0.562,442156.5,11.0,0.054,5152000.0,0.073,15.0,"(3,3)"
0.058,292.0,1.427,140191.796,112.0,0.547,455500.0,20.0,0.098,2808400.0,0.073,15.0,"(3,3)"
0.058,306.0,1.496,131215.687,108.0,0.528,474444.437,11.0,0.054,5152000.0,0.073,15.0,"(3,3)"
0.063,293.0,1.432,139522.187,102.0,0.499,505647.031,15.0,0.073,3763200.25,0.078,16.0,"(3,3)"
0.063,294.0,1.437,138857.156,112.0,0.547,455500.0,17.0,0.083,3313882.25,0.078,16.0,"(3,3)"
0.053,294.0,1.437,138857.156,98.0,0.479,528571.437,93.0,0.455,560000.0,0.068,14.0,"(3,3)"
0.053,293.0,1.432,139522.187,102.0,0.499,505647.031,19.0,0.093,2959158.0,0.068,14.0,"(3,3)"
0.058,300.0,1.466,134959.984,112.0,0.547,455500.0,23.0,0.112,2434782.75,0.073,15.0,"(3,3)"
0.058,296.0,1.447,137540.531,119.0,0.582,425411.781,15.0,0.073,3763200.25,0.073,15.0,"(3,3)"
0.058,287.0,1.403,143609.765,102.0,0.499,505647.031,19.0,0.093,2959158.0,0.073,15.0,"(3,3)"
0.068,301.0,1.471,134325.578,114.0,0.557,446526.312,11.0,0.054,5152000.0,0.083,17.0,"(3,3)"
0.058,296.0,1.447,137540.531,111.0,0.543,460108.093,16.0,0.078,3524500.0,0.073,15.0,"(3,3)"
0.083,283.0,1.383,146431.093,116.0,0.567,437862.093,14.0,0.068,4036000.0,0.098,20.0,"(3,3)"
0.063,294.0,1.437,138857.156,113.0,0.552,450973.406,4.0,0.02,14266000.0,0.078,16.0,"(3,3)"
0.044,288.0,1.408,142916.671,115.0,0.562,442156.5,19.0,0.093,2959158.0,0.059,12.0,"(3,3)"
0.058,305.0,1.491,131829.5,116.0,0.567,437862.093,42.0,0.205,1308000.0,0.073,15.0,"(3,3)"
0.063,299.0,1.461,135598.656,137.0,0.67,362160.562,15.0,0.073,3763200.25,0.078,16.0,"(3,3)"
0.063,298.0,1.457,136241.609,115.0,0.562,442156.5,15.0,0.073,3763200.25,0.078,16.0,"(3,3)"
0.039,300.0,1.466,134959.984,109.0,0.533,469577.968,17.0,0.083,3313882.25,0.054,11.0,"(3,3)"
0.058,298.0,1.457,136241.609,103.0,0.503,500194.187,105.0,0.513,489600.0,0.073,15.0,"(3,3)"
0.058,297.0,1.452,136888.89,116.0,0.567,437862.093,16.0,0.078,3524500.0,0.073,15.0,"(3,3)"
0.058,310.0,1.515,128800.0,116.0,0.567,437862.093,19.0,0.093,2959158.0,0.073,15.0,"(3,3)"
0.063,292.0,1.427,140191.796,117.0,0.572,433641.062,11.0,0.054,5152000.0,0.078,16.0,"(3,3)"
0.058,294.0,1.437,138857.156,117.0,0.572,433641.062,16.0,0.078,3524500.0,0.073,15.0,"(3,3)"
0.058,305.0,1.491,131829.5,116.0,0.567,437862.093,20.0,0.098,2808400.0,0.073,15.0,"(3,3)"
0.058,303.0,1.481,133069.312,147.0,0.718,333714.312,15.0,0.073,3763200.25,0.073,15.0,"(3,3)"
0.058,300.0,1.466,134959.984,114.0,0.557,446526.312,19.0,0.093,2959158.0,0.073,15.0,"(3,3)"
0.049,299.0,1.461,135598.656,116.0,0.567,437862.093,21.0,0.103,2672000.0,0.064,13.0,"(3,3)"
0.049,305.0,1.491,131829.5,133.0,0.65,374736.843,3.0,0.015,19040000.0,0.064,13.0,"(3,3)"
0.058,298.0,1.457,136241.609,123.0,0.601,409756.093,22.0,0.108,2548000.0,0.073,15.0,"(3,3)"
0.058,306.0,1.496,131215.687,115.0,0.562,442156.5,21.0,0.103,2672000.0,0.073,15.0,"(3,3)"
0.034,297.0,1.452,136888.89,114.0,0.557,446526.312,20.0,0.098,2808400.0,0.049,10.0,"(3,3)"
0.058,300.0,1.466,134959.984,118.0,0.577,429491.531,22.0,0.108,2548000.0,0.073,15.0,"(3,3)"
0.068,310.0,1.515,128800.0,117.0,0.572,433641.062,20.0,0.098,2808400.0,0.083,17.0,"(3,3)"
0.068,284.0,1.388,145718.312,105.0,0.513,489600.0,51.0,0.249,1067294.125,0.083,17.0,"(3,3)"
0.053,279.0,1.364,149333.343,121.0,0.591,417454.562,23.0,0.112,2434782.75,0.068,14.0,"(3,3)"
0.058,300.0,1.466,134959.984,122.0,0.596,413573.75,20.0,0.098,2808400.0,0.073,15.0,"(3,3)"
0.073,299.0,1.461,135598.656,118.0,0.577,429491.531,26.0,0.127,2147384.5,0.088,18.0,"(3,3)"
0.063,301.0,1.471,134325.578,113.0,0.552,450973.406,19.0,0.093,2959158.0,0.078,16.0,"(3,3)"
0.058,303.0,1.481,133069.312,118.0,0.577,429491.531,27.0,0.132,2065777.75,0.073,15.0,"(3,3)"
0.112,298.0,1.457,136241.609,118.0,0.577,429491.531,30.0,0.147,1853600.125,0.127,26.0,"(3,3)"
0.073,330.0,1.613,117599.992,118.0,0.577,429491.531,11.0,0.054,5152000.0,0.088,18.0,"(3,3)"
0.058,299.0,1.461,135598.656,120.0,0.587,421400.031,17.0,0.083,3313882.25,0.073,15.0,"(3,3)"
0.049,295.0,1.442,138196.609,133.0,0.65,374736.843,18.0,0.088,3126666.75,0.064,13.0,"(3,3)"
0.058,321.0,1.569,122467.289,222.0,1.085,202054.046,55.0,0.269,985599.937,0.073,15.0,"(3,3)"
0.058,298.0,1.457,136241.609,127.0,0.621,395086.593,25.0,0.122,2235520.0,0.073,15.0,"(3,3)"
0.063,306.0,1.496,131215.687,119.0,0.582,425411.781,21.0,0.103,2672000.0,0.078,16.0,"(3,3)"
0.073,295.0,1.442,138196.609,118.0,0.577,429491.531,22.0,0.108,2548000.0,0.088,18.0,"(3,3)"
0.058,299.0,1.461,135598.656,122.0,0.596,413573.75,26.0,0.127,2147384.5,0.073,15.0,"(3,3)"
0.063,320.0,1.564,123025.007,124.0,0.606,406000.0,21.0,0.103,2672000.0,0.078,16.0,"(3,3)"
0.063,288.0,1.408,142916.671,126.0,0.616,398666.656,12.0,0.059,4718000.0,0.078,16.0,"(3,3)"
0.058,296.0,1.447,137540.531,107.0,0.523,479401.906,23.0,0.112,2434782.75,0.073,15.0,"(3,3)"
0.058,301.0,1.471,134325.578,123.0,0.601,409756.093,22.0,0.108,2548000.0,0.073,15.0,"(3,3)"
0.073,297.0,1.452,136888.89,121.0,0.591,417454.562,4.0,0.02,14266000.0,0.088,18.0,"(3,3)"
0.068,301.0,1.471,134325.578,119.0,0.582,425411.781,22.0,0.108,2548000.0,0.083,17.0,"(3,3)"
0.063,300.0,1.466,134959.984,128.0,0.626,391562.5,23.0,0.112,2434782.75,0.078,16.0,"(3,3)"
0.063,302.0,1.476,133695.359,111.0,0.543,460108.093,19.0,0.093,2959158.0,0.078,16.0,"(3,3)"
0.029,294.0,1.437,138857.156,121.0,0.591,417454.562,12.0,0.059,4718000.0,0.044,9.0,"(3,3)"
0.058,296.0,1.447,137540.531,118.0,0.577,429491.531,35.0,0.171,1580800.0,0.073,15.0,"(3,3)"
0.058,302.0,1.476,133695.359,125.0,0.611,402304.0,24.0,0.117,2331000.0,0.073,15.0,"(3,3)"
0.083,301.0,1.471,134325.578,117.0,0.572,433641.062,24.0,0.117,2331000.0,0.098,20.0,"(3,3)"
0.058,302.0,1.476,133695.359,118.0,0.577,429491.531,26.0,0.127,2147384.5,0.073,15.0,"(3,3)"
0.058,303.0,1.481,133069.312,143.0,0.699,344615.406,24.0,0.117,2331000.0,0.073,15.0,"(3,3)"
0.097,299.0,1.461,135598.656,117.0,0.572,433641.062,38.0,0.186,1451579.0,0.112,23.0,"(3,3)"
0.063,309.0,1.51,129398.062,127.0,0.621,395086.593,23.0,0.112,2434782.75,0.078,16.0,"(3,3)"
0.058,302.0,1.476,133695.359,121.0,0.591,417454.562,21.0,0.103,2672000.0,0.073,15.0,"(3,3)"
0.044,293.0,1.432,139522.187,120.0,0.587,421400.031,118.0,0.577,429491.531,0.059,12.0,"(3,3)"
0.063,317.0,1.549,124719.25,163.0,0.797,295460.125,39.0,0.191,1412923.125,0.078,16.0,"(3,3)"
0.058,308.0,1.505,130000.0,126.0,0.616,398666.656,25.0,0.122,2235520.0,0.073,15.0,"(3,3)"
0.083,301.0,1.471,134325.578,122.0,0.596,413573.75,28.0,0.137,1990000.0,0.098,20.0,"(3,3)"
0.068,305.0,1.491,131829.5,110.0,0.538,464799.968,25.0,0.122,2235520.0,0.083,17.0,"(3,3)"
0.053,301.0,1.471,134325.578,123.0,0.601,409756.093,26.0,0.127,2147384.5,0.068,14.0,"(3,3)"
0.058,292.0,1.427,140191.796,122.0,0.596,413573.75,47.0,0.23,1162893.625,0.073,15.0,"(3,3)"
0.073,306.0,1.496,131215.687,115.0,0.562,442156.5,27.0,0.132,2065777.75,0.088,18.0,"(3,3)"
0.058,301.0,1.471,134325.578,120.0,0.587,421400.031,26.0,0.127,2147384.5,0.073,15.0,"(3,3)"
0.019,291.0,1.422,140865.984,124.0,0.606,406000.0,18.0,0.088,3126666.75,0.034,7.0,"(3,3)"
0.068,303.0,1.481,133069.312,105.0,0.513,489600.0,9.0,0.044,6309333.5,0.083,17.0,"(3,3)"
0.063,302.0,1.476,133695.359,109.0,0.533,469577.968,27.0,0.132,2065777.75,0.078,16.0,"(3,3)"
0.058,304.0,1.486,132447.375,123.0,0.601,409756.093,32.0,0.156,1734250.0,0.073,15.0,"(3,3)"
0.058,302.0,1.476,133695.359,128.0,0.626,391562.5,29.0,0.142,1919448.375,0.073,15.0,"(3,3)"
0.078,295.0,1.442,138196.609,112.0,0.547,455500.0,27.0,0.132,2065777.75,0.093,19.0,"(3,3)"
0.058,306.0,1.496,131215.687,122.0,0.596,413573.75,28.0,0.137,1990000.0,0.073,15.0,"(3,3)"
0.063,306.0,1.496,131215.687,119.0,0.582,425411.781,28.0,0.137,1990000.0,0.078,16.0,"(3,3)"
0.053,298.0,1.457,136241.609,176.0,0.86,269500.0,19.0,0.093,2959158.0,0.068,14.0,"(3,3)"
0.058,312.0,1.525,127615.39,126.0,0.616,398666.656,31.0,0.152,1792000.0,0.073,15.0,"(3,3)"
0.058,311.0,1.52,128205.789,126.0,0.616,398666.656,24.0,0.117,2331000.0,0.073,15.0,"(3,3)"
0.058,302.0,1.476,133695.359,116.0,0.567,437862.093,30.0,0.147,1853600.125,0.073,15.0,"(3,3)"
0.058,302.0,1.476,133695.359,121.0,0.591,417454.562,27.0,0.132,2065777.75,0.073,15.0,"(3,3)"
0.053,304.0,1.486,132447.375,121.0,0.591,417454.562,37.0,0.181,1492324.25,0.068,14.0,"(3,3)"
0.058,290.0,1.417,141544.828,146.0,0.714,336383.593,63.0,0.308,853333.312,0.073,15.0,"(3,3)"
0.053,304.0,1.486,132447.375,124.0,0.606,406000.0,28.0,0.137,1990000.0,0.068,14.0,"(3,3)"
0.063,305.0,1.491,131829.5,123.0,0.601,409756.093,27.0,0.132,2065777.75,0.078,16.0,"(3,3)"
0.058,300.0,1.466,134959.984,114.0,0.557,446526.312,29.0,0.142,1919448.375,0.073,15.0,"(3,3)"
0.058,334.0,1.632,115520.96,122.0,0.596,413573.75,24.0,0.117,2331000.0,0.073,15.0,"(3,3)"
0.063,302.0,1.476,133695.359,125.0,0.611,402304.0,26.0,0.127,2147384.5,0.078,16.0,"(3,3)"
0.063,293.0,1.432,139522.187,122.0,0.596,413573.75,37.0,0.181,1492324.25,0.078,16.0,"(3,3)"
0.058,248.0,1.212,175000.0,107.0,0.523,479401.906,31.0,0.152,1792000.0,0.073,15.0,"(3,3)"
0.058,303.0,1.481,133069.312,125.0,0.611,402304.0,30.0,0.147,1853600.125,0.073,15.0,"(3,3)"
0.058,303.0,1.481,133069.312,121.0,0.591,417454.562,28.0,0.137,1990000.0,0.073,15.0,"(3,3)"
0.068,306.0,1.496,131215.687,110.0,0.538,464799.968,51.0,0.249,1067294.125,0.083,17.0,"(3,3)"
0.058,302.0,1.476,133695.359,126.0,0.616,398666.656,28.0,0.137,1990000.0,0.073,15.0,"(3,3)"
0.058,301.0,1.471,134325.578,124.0,0.606,406000.0,28.0,0.137,1990000.0,0.073,15.0,"(3,3)"
0.073,311.0,1.52,128205.789,122.0,0.596,413573.75,28.0,0.137,1990000.0,0.088,18.0,"(3,3)"
0.058,302.0,1.476,133695.359,123.0,0.601,409756.093,28.0,0.137,1990000.0,0.073,15.0,"(3,3)"
0.049,292.0,1.427,140191.796,125.0,0.611,402304.0,31.0,0.152,1792000.0,0.064,13.0,"(3,3)"
0.053,264.0,1.29,161000.0,103.0,0.503,500194.187,47.0,0.23,1162893.625,0.068,14.0,"(3,3)"
0.063,304.0,1.486,132447.375,125.0,0.611,402304.0,28.0,0.137,1990000.0,0.078,16.0,"(3,3)"
0.063,305.0,1.491,131829.5,121.0,0.591,417454.562,30.0,0.147,1853600.125,0.078,16.0,"(3,3)"
0.063,305.0,1.491,131829.5,108.0,0.528,474444.437,22.0,0.108,2548000.0,0.078,16.0,"(3,3)"
0.034,303.0,1.481,133069.312,121.0,0.591,417454.562,25.0,0.122,2235520.0,0.049,10.0,"(3,3)"
0.058,303.0,1.481,133069.312,125.0,0.611,402304.0,32.0,0.156,1734250.0,0.073,15.0,"(3,3)"
0.073,288.0,1.408,142916.671,120.0,0.587,421400.031,29.0,0.142,1919448.375,0.088,18.0,"(3,3)"
0.058,311.0,1.52,128205.789,127.0,0.621,395086.593,1.0,0.005,0.0,0.073,15.0,"(3,3)"
0.053,305.0,1.491,131829.5,148.0,0.723,331081.062,31.0,0.152,1792000.0,0.068,14.0,"(3,3)"
0.093,301.0,1.471,134325.578,120.0,0.587,421400.031,36.0,0.176,1535333.375,0.108,22.0,"(3,3)"
0.058,311.0,1.52,128205.789,122.0,0.596,413573.75,29.0,0.142,1919448.375,0.073,15.0,"(3,3)"
0.044,303.0,1.481,133069.312,124.0,0.606,406000.0,30.0,0.147,1853600.125,0.059,12.0,"(3,3)"
0.049,291.0,1.422,140865.984,124.0,0.606,406000.0,25.0,0.122,2235520.0,0.064,13.0,"(3,3)"
0.058,308.0,1.505,130000.0,121.0,0.591,417454.562,29.0,0.142,1919448.375,0.073,15.0,"(3,3)"
0.058,306.0,1.496,131215.687,122.0,0.596,413573.75,28.0,0.137,1990000.0,0.073,15.0,"(3,3)"
0.063,307.0,1.5,130605.859,128.0,0.626,391562.5,0.0,0.0,0.0,0.078,16.0,"(3,3)"
0.058,301.0,1.471,134325.578,125.0,0.611,402304.0,33.0,0.161,1680000.0,0.073,15.0,"(3,3)"
0.053,322.0,1.574,121913.046,126.0,0.616,398666.656,63.0,0.308,853333.312,0.068,14.0,"(3,3)"
0.049,291.0,1.422,140865.984,126.0,0.616,398666.656,47.0,0.23,1162893.625,0.064,13.0,"(3,3)"
0.063,303.0,1.481,133069.312,123.0,0.601,409756.093,31.0,0.152,1792000.0,0.078,16.0,"(3,3)"
0.063,312.0,1.525,127615.39,160.0,0.782,302050.0,43.0,0.21,1276279.125,0.078,16.0,"(3,3)"
0.068,402.0,1.965,86507.453,124.0,0.606,406000.0,32.0,0.156,1734250.0,0.083,17.0,"(3,3)"
0.058,306.0,1.496,131215.687,120.0,0.587,421400.031,30.0,0.147,1853600.125,0.073,15.0,"(3,3)"
0.063,304.0,1.486,132447.375,118.0,0.577,429491.531,28.0,0.137,1990000.0,0.078,16.0,"(3,3)"
0.068,288.0,1.408,142916.671,120.0,0.587,421400.031,54.0,0.264,1004888.875,0.083,17.0,"(3,3)"
0.063,305.0,1.491,131829.5,121.0,0.591,417454.562,32.0,0.156,1734250.0,0.078,16.0,"(3,3)"
0.058,306.0,1.496,131215.687,125.0,0.611,402304.0,49.0,0.239,1113142.875,0.073,15.0,"(3,3)"
0.053,304.0,1.486,132447.375,109.0,0.533,469577.968,105.0,0.513,489600.0,0.068,14.0,"(3,3)"
0.053,289.0,1.413,142228.375,124.0,0.606,406000.0,32.0,0.156,1734250.0,0.068,14.0,"(3,3)"
0.063,300.0,1.466,134959.984,125.0,0.611,402304.0,31.0,0.152,1792000.0,0.078,16.0,"(3,3)"
0.093,337.0,1.647,113994.062,128.0,0.626,391562.5,15.0,0.073,3763200.25,0.108,22.0,"(3,3)"
0.068,310.0,1.515,128800.0,122.0,0.596,413573.75,31.0,0.152,1792000.0,0.083,17.0,"(3,3)"
0.058,305.0,1.491,131829.5,122.0,0.596,413573.75,31.0,0.152,1792000.0,0.073,15.0,"(3,3)"
0.068,307.0,1.5,130605.859,94.0,0.459,553446.812,31.0,0.152,1792000.0,0.083,17.0,"(3,3)"
0.063,294.0,1.437,138857.156,130.0,0.635,384676.906,20.0,0.098,2808400.0,0.078,16.0,"(3,3)"
0.058,302.0,1.476,133695.359,124.0,0.606,406000.0,27.0,0.132,2065777.75,0.073,15.0,"(3,3)"
0.063,302.0,1.476,133695.359,123.0,0.601,409756.093,31.0,0.152,1792000.0,0.078,16.0,"(3,3)"
0.053,297.0,1.452,136888.89,110.0,0.538,464799.968,40.0,0.196,1376200.0,0.068,14.0,"(3,3)"
0.063,300.0,1.466,134959.984,126.0,0.616,398666.656,37.0,0.181,1492324.25,0.078,16.0,"(3,3)"
0.063,301.0,1.471,134325.578,127.0,0.621,395086.593,31.0,0.152,1792000.0,0.078,16.0,"(3,3)"
0.088,288.0,1.408,142916.671,109.0,0.533,469577.968,34.0,0.166,1628941.125,0.103,21.0,"(3,3)"
0.063,299.0,1.461,135598.656,126.0,0.616,398666.656,0.0,0.0,0.0,0.078,16.0,"(3,3)"
0.058,290.0,1.417,141544.828,125.0,0.611,402304.0,61.0,0.298,883147.5,0.073,15.0,"(3,3)"
0.044,307.0,1.5,130605.859,109.0,0.533,469577.968,37.0,0.181,1492324.25,0.059,12.0,"(3,3)"
0.058,304.0,1.486,132447.375,124.0,0.606,406000.0,40.0,0.196,1376200.0,0.073,15.0,"(3,3)"
0.058,302.0,1.476,133695.359,125.0,0.611,402304.0,37.0,0.181,1492324.25,0.073,15.0,"(3,3)"
0.058,296.0,1.447,137540.531,124.0,0.606,406000.0,31.0,0.152,1792000.0,0.073,15.0,"(3,3)"
0.063,310.0,1.515,128800.0,121.0,0.591,417454.562,33.0,0.161,1680000.0,0.078,16.0,"(3,3)"
0.063,303.0,1.481,133069.312,124.0,0.606,406000.0,33.0,0.161,1680000.0,0.078,16.0,"(3,3)"
0.053,304.0,1.486,132447.375,126.0,0.616,398666.656,24.0,0.117,2331000.0,0.068,14.0,"(3,3)"
0.053,305.0,1.491,131829.5,122.0,0.596,413573.75,32.0,0.156,1734250.0,0.068,14.0,"(3,3)"
0.058,301.0,1.471,134325.578,124.0,0.606,406000.0,33.0,0.161,1680000.0,0.073,15.0,"(3,3)"
0.044,298.0,1.457,136241.609,110.0,0.538,464799.968,38.0,0.186,1451579.0,0.059,12.0,"(3,3)"
0.058,303.0,1.481,133069.312,125.0,0.611,402304.0,47.0,0.23,1162893.625,0.073,15.0,"(3,3)"
0.058,308.0,1.505,130000.0,124.0,0.606,406000.0,38.0,0.186,1451579.0,0.073,15.0,"(3,3)"
0.063,306.0,1.496,131215.687,126.0,0.616,398666.656,32.0,0.156,1734250.0,0.078,16.0,"(3,3)"
0.058,304.0,1.486,132447.375,120.0,0.587,421400.031,24.0,0.117,2331000.0,0.073,15.0,"(3,3)"
0.058,304.0,1.486,132447.375,130.0,0.635,384676.906,33.0,0.161,1680000.0,0.073,15.0,"(3,3)"
0.058,293.0,1.432,139522.187,126.0,0.616,398666.656,36.0,0.176,1535333.375,0.073,15.0,"(3,3)"
0.127,393.0,1.921,89771.0,129.0,0.63,388093.031,46.0,0.225,1189391.375,0.142,29.0,"(3,3)"
0.058,302.0,1.476,133695.359,126.0,0.616,398666.656,33.0,0.161,1680000.0,0.073,15.0,"(3,3)"
0.063,300.0,1.466,134959.984,128.0,0.626,391562.5,33.0,0.161,1680000.0,0.078,16.0,"(3,3)"
0.049,320.0,1.564,123025.007,186.0,0.909,252000.0,34.0,0.166,1628941.125,0.064,13.0,"(3,3)"
0.058,303.0,1.481,133069.312,137.0,0.67,362160.562,33.0,0.161,1680000.0,0.073,15.0,"(3,3)"
0.063,303.0,1.481,133069.312,129.0,0.63,388093.031,22.0,0.108,2548000.0,0.078,16.0,"(3,3)"
0.063,293.0,1.432,139522.187,112.0,0.547,455500.0,29.0,0.142,1919448.375,0.078,16.0,"(3,3)"
0.058,317.0,1.549,124719.25,124.0,0.606,406000.0,27.0,0.132,2065777.75,0.073,15.0,"(3,3)"
0.058,302.0,1.476,133695.359,128.0,0.626,391562.5,33.0,0.161,1680000.0,0.073,15.0,"(3,3)"
0.083,290.0,1.417,141544.828,124.0,0.606,406000.0,36.0,0.176,1535333.375,0.098,20.0,"(3,3)"
0.068,302.0,1.476,133695.359,125.0,0.611,402304.0,34.0,0.166,1628941.125,0.083,17.0,"(3,3)"
0.053,302.0,1.476,133695.359,128.0,0.626,391562.5,33.0,0.161,1680000.0,0.068,14.0,"(3,3)"
0.039,299.0,1.461,135598.656,134.0,0.655,371522.406,24.0,0.117,2331000.0,0.054,11.0,"(3,3)"
0.053,300.0,1.466,134959.984,116.0,0.567,437862.093,33.0,0.161,1680000.0,0.068,14.0,"(3,3)"
0.063,299.0,1.461,135598.656,128.0,0.626,391562.5,37.0,0.181,1492324.25,0.078,16.0,"(3,3)"
